no,merek dagang,cara pemakaian,pembuat
1402 ,MANUVER 400 SL,"Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 3 ml/l) Kedelai : ulat grayak Spodoptera sp. (Penyemprotan volume tinggi : 1,5 - 3 ml/l) Kelapa : belalang Sexava nubila (Injeksi batang : 10 ml/pohon) Kelapa sawit : ulat kantong Metisa plana (Infus batang : 40 ml/pohon) Padi : penggerek batang Scirpophaga innotata (Penyemprotan volume tinggi : 375 - 750 ml/ha) Padi : wereng coklat Nilaparvata lugens (Penyemprotan volume tinggi : 2 - 3 ml/l) Padi : penggerek batang Scirpophaga incertulas (Penyemprotan volume tinggi : 2 ml/l)",PT Biotis Agrindo
1403 ,MANTEB 80 WP,"Bawang merah : penyakit bercak ungu Alternaria porri (Penyemprotan volume tinggi : 2 - 4 g/l) Cabai: penyakit busuk daun 
Cercospora capsici (Penyemprotan volume tinggi: 2 g/l) Kentang  : penyakit busuk daun Phytophthora infestans (Penyemprotan volume tinggi : 2 - 4 g/l)",CV Saprotan Utama
1404 ,BISPAC 100 SC,"Padi sawah: gulma berdaun lebar Ludwigia octovalvis, Marsilea crenata, Monochoria vaginalis, Sphenoclea zeylanica; golongan rumput Leersia hexandra, Leptochloa synensis; teki Cyperus iria (Penyemprotan volume tinggi:
0,5 - 1 l/ha)",CV Artha Buana Mandiri
1405 ,BIOZEB 80 WP,Kentang : penyakit hawar daun Phytophthora infestans (Penyemprotan volume tinggi : 2 g/l),PT Jirona Agritama
1406 ,BIOTHANE 80 WP,Kentang : penyakit hawar daun Phytophthora infestans (Penyemprotan volume tinggi : 2 g/l),PT Asiana Chemicalindo Lestari
1407 ,BIOTRIFOS 250 EC,"Kubis: ulat daun
Plutella xylostella (Penyemprotan volume tinggi:
0,375 ml/l)",PT Jirona Agritama
1408 ,BIOXAN 50 WP,Kentang : penyakit hawar daun Phytophthora infestans (Penyemprotan volume tinggi : 2 g/l),PT Biotek Saranatama
1409 ,MANSOPHIDE 80 P*,Padi sawah : tikus sawah Rattus argentiventer (Pencampuran dengan umpan : 1%),PT Kurnia Rais Global
1410 ,MANTAZEB 80 WP,"Kentang: hawar daun
Phytophthora infestans (Penyemprotan volume tinggi:
1,5 g/l)",CV Sukses  Bersama
1411 ,BIOSAT 480 SL,"Kelapa sawit (TBM) : gulma berdaun lebar 
Ageratum conyzoides
Chromolaena odorata
Mikania micrantha
golongan rumput
Ottochloa nodosa
Paspalum conjugatum (Penyemprotan volume tinggi:
1,5 - 2,5 l/ha )",PT Yanno Agro Science Indonesia
1412 ,BIOTERMIKILL 100 EC,"Kayu gergajian : rayap tanah Coptotermes curvignathus (Proses vakum tekan : 3,125 ml/l; retensi : 1,8 kg/m3)",PT Biotek Sarana Industri
1413 ,BIOPHON 10 PA,"Karet : meningkatkan produksi lateks (Pengolesan : 0,9 g/pohon)",PT Biotis Agrindo
1414 ,BIORON 80 WP,"Tebu : gulma berdaun lebar 
Ageratum conyzoides
Borreria latifolia
Calopogonium mucunoides
Centrosema pubescens
Euphorbia hirta
golongan rumput
Axonopus compressus  (Penyemprotan volume tinggi:
1 - 2 l/ha ) Ubi kayu : gulma berdaun lebar 
Ageratum conyzoides
Cleome rutidosperma
Euphorbia hirta
golongan rumput
Eleusine indica  (Penyemprotan volume tinggi:
0,75 - 1,5 kg/ha)",PT Yanno Agro Science Indonesia
1415 ,BIONIL 75 WP,Kentang : penyakit hawar daun Phytophthora infestans (Penyemprotan volume tinggi : 2 g/l),PT Biotek Saranatama
1416 ,BIONIK 400 EC,"Kubis: perusak daun
Plutella xylostella
hama kutu daun
Myzus persicae (Penyemprotan volume tinggi:
2 ml/l)",PT Sari Kresna Kimia
1417 ,BIONASA 75 WG,"Kakao (TBM) : gulma berdaun lebar Borreria alata,Centrosema pubescens, Chromolaena odorata, Calopogonium mucunoides, Euphorbia hirta ; gulma berdaun sempit Paspalum conjugatum (Penyemprotan volume tinggi  : 0,5 - 1 kg/ha) Kopi (TBM) : gulma berdaun lebar Borreria alata, Mikania micrantha, gulma berdaun sempit Ischaemum timorense, Setaria plicata (Penyemprotan volume tinggi  : 0,75 - 1,5 kg/ha)",PT Biotis Agrindo
1418 ,"BIOMONE 0,0007 GR",Padi: meningkatkan komponen hasil jumlah malai per rumpun dan jumlah gabah. (Penaburan: 30 kg/ha),PT Agrosid Manunggal Sentosa
1419 ,BIONASA 480 SL,"Budidaya jarak pagar : gulma berdaun lebar Borreria alata, Mikania micrantha, gulma berdaun sempit Paspalum conjugatum, Ischaemum timorense, Ottochloa nodosa (Penyemprotan volume tinggi  : 2 - 2,5 l/ha) Karet (TBM) : gulma berdaun lebar Ageratum conyzoides, Borreria alata, Diodia sarmantosa, gulma berdaun sempit Ottochloa nodosa, Paspalum conjugatum (Penyemprotan volume tinggi  : 2 - 2,5 l/ha) Kelapa sawit (TBM) : gulma berdaun lebar Calopogonium mucunoides , Ageratum conyzoides ,Synedrella nodiflora, Borreria alata; gulma berdaun sempit Ischaemum timorense, Paspalum conjugatum , Digitaria sp., Ottochloa nodosa, Axonopus compressus, alang-alang Imperata cylindrica (Penyemprotan volume tinggi :  1,5 - 3  l/ha) Teh : gulma berdaun lebar Ageratum conyzoides, Borreria alata, Synedrella nodiflora, gulma berdaun sempit Ischaemum timorese (Penyemprotan volume tinggi : 1,5 - 3 l/ha) Ubi kayu : gulma berdaun lebar Mimosa invisa, Mikania micrantha, gulma berdaun sempit Setaria plicata, Digitaria cyliaris (Penyemprotan volume tinggi  : 1,5 - 2 l/ha)",PT Biotis Agrindo
1420 ,BIOMAC PLUS 10 WP,"Tomat : penggerek buah Helicoverpa armigera (Penyemprotan volume tinggi : 1,25 g/l)",PT Biotek Saranatama
1421 ,"BIOKUM 0,005 BB",Tikus belukar : Rattus tiomanicus (Pengumpanan siap pakai) Tikus sawah : Rattus argentiventer (Pengumpanan siap pakai),PT Biotis Agrindo
1422 ,BIOLARIS 550 SC,"Budidaya jagung : gulma berdaun lebar Commelina benghalensis, Celosia argentea, Cleome rutidosperma, Digitaria sp., Richardia brasiliensis. (Penyemprotan volume tinggi : 0,75 - 1,5 l/ha)",PT Jirona Agritama
1423 ,BIOGENT 50 SC,"Padi : wereng coklat
Nilaparvata lugens  (Penyemprotan volume tinggi:
0,1875 l/ha ) Padi : walang sangit
Leptocorisa oratorius (Penyemprotan volume tinggi:
 0,50 l/ha) Padi: penggerek batang 
Scirpophaga incertulas (Penyemprotan volume tinggi:
0,25 l/ha )",PT Biotis Agrindo
1424 ,BIOCRON 500 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 3 ml/l) Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi  : 3 - 4,5 ml/l) Jeruk : kutu loncat Diaphorina citri (Penyemprotan volume tinggi : 1 - 2 ml/l) Kubis : perusak daun  Plutella xylostella, ulat krop Crocidolomia pavonana (Penyemprotan volume tinggi : 0,5 - 1 ml/l)",PT Biotis Agrindo
1425 ,BIOCHLORMETHYL PLUS 500 EC,"Cabai : kutu daun Myzus persicae (Penyemprotan volume tinggi : 2 ml/l) Cabai : hama trips Thrips parvispinus (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",PT Biotek Saranatama
1426 ,BINTREK 25 EC,"Kayu gergajian : rayap tanah Coptotermes curvignathus (Proses vakum tekan : 0,78 ml/l, 
Retensi : 0,45 kg/m3 )",PT Catur Agrodaya Mandiri
1427 ,BIGSON 207 SL*,"Kelapa sawit (TBM) : gulma berdaun lebar Ageratum conyzoides, Clidemia hirta, Chromolaena odoratum, gulma berdaun sempit Ischaemum timorense (Penyemprotan volume tinggi : 1,5 - 2,5 l/ha)",PT Ragam Mandiri
1428 ,"BIGTOX 0,25 MC","Di dalam ruangan: nyamuk Aedes aegypti, Culex quinquifasciatus (Pembakaran)",PT Budi Mutu Prima
1429 ,BILIS 500 SC,"Tebu : gulma berdaun lebar 
Ageratum conyzoides
Borreria latifolia
Euphorbia hirta
golongan rumput
Paspalum conjugatum (Penyemprotan volume tinggi  : 2,25 - 3 l/ha)",PT Biotis Agrindo
1430 ,BINATOP 525 SL,"Kelapa sawit (TBM): gulma berdaun lebar Ageratum conyzoides, Chromolaena odorata, Mikania micrantha, Peperomia pellucida, Synedrella nodiflora; gulma berdaun sempit Ottochloa nodosa (Penyemprotan volume tinggi:
1,125 - 1,5 l/ha)",CV Binangun Agro Lestari
1431 ,BIGEST 40 EC,"Jagung : meningkatkan tinggi tanaman, meningkatkan jumlah daun, meningkatkan panjang dan lebar, warna daun, dan bobot kering pipilan, meningkatkan diameter batang, meningkatkan bobot tongkol ubinan, meningkatkan bobot 100 butir jagung (Penyemprotan volume tinggi:
2 ml/14 l air (3,5,7 MST)) Jeruk : meningkatkan pembentukan buah (Penyemprotan volume tinggi : 150 - 300 ml/ha) Jeruk : meningkatkan besar buah, meningkatkkan berat buah, meningkatkan produksi buah (Penyemprotan volume tinggi : 75 - 150 ml/ha) Mentimun : meningkatkan tinggi tanaman, jumlah bunga, jumlah buah, hasil buah/tanaman, hasil/petak, hasil/hektar (Penyemprotan volume tinggi : 1 - 2 ml/14 l air) padi : meningkatkan bobot biomass, panjang malai, jumlah gabah/malai, dan bobot gabah ubinan (Penyemprotan volume tinggi : 57,14 ml/ha (pada 30 HST, 50 HST dan 70 HST)) Teh : meningkatkan hasil pucuk basah (Penyemprotan volume tinggi  : 2,5 - 3,75 ml/10 l air)",PT Multi Sarana Indotani
1432 ,BIGEST 20 TB,"Bawang merah : meningkatkan tinggi tanaman, jumlah daun, jumlah umbi/tanaman, bobot umbi/tanaman, bobot umbi/ubinan, hasil/ha (Penyemprotan volume tinggi:
1 g/40 l air)",PT Multi Sarana Indotani
1433 ,BIGALON 680 EC,"Kelapa sawit (TBM) : gulma berdaun lebar Ageratum conyzoides, Borreria alata, Clidemia hirta, Mikania micrantha (Penyemprotan volume tinggi : 1 - 2  l/ha)",PT Santani Agro Perkasa
1434 ,BIG BEN 170 SL,"Jagung: gulma berdaun lebar Ageratum conyzoides, Cleome rutidospermae, Euphorbia prunifolia, Synedrella nodiflora; gulma berdaun sempit Eleusine indica, Setaria plicata (Penyemprotan volume tinggi:
1 - 2 l/ha)",PT Rabana Agro  Resources
1435 ,BETTUP 200 EC,"Cabai: penyakit antranoksa Colletetrichum capsici, penyakit bercak daun Cercospora capsici (Penyemprotan volume tinggi: 1 ml/l)",PT UPL Indonesia
1436 ,BETAPRO 300 SC,"Bawang merah: ulat grayak
Spodoptera exigua (Penyemprotan volume tinggi :
1 ml/l)",PT UPL Indonesia
1437 ,BETAMON 26 SL,"Bawang merah meningkatkan tinggi tanaman, jumlah daun, jumlah anakan, jumlah umbi hasil baik hasil/tanaman maupun hasil/ha
 (Penyemprotan volume tinggi 1,5 ml/l 
)",CV Nusa Nur Agro
1438 ,BETADOR 10 WP,"Padi sawah : wereng coklat Nilaparvata lugens (Penyemprotan volume tinggi  : 0,1 g/l)",PT Agrindo Surya Abadi
1439 ,BETAMIX 470 EC,"Cabai: hama trips
Thrips parvispinus (Penyemprotan volume tinggi:
1,5 ml/l)",CV Golden Farm Indonesia
1440 ,BESTXONE 276 SL*,"Jagung (TOT) : gulma berdaun lebar 
Ageratum conyzoides
Borreria alata
Synedrella nodiflora
golongan rumput
Setaria plicata
Digitaria ciliaris  (Penyemprotan volume tinggi:
1,5 - 3 l/ha ) Kelapa sawit (TBM) : gulma berdaun lebar 
Borreria alata
Mikania micrantha
golongan rumput
Ottochloa nodosa
Paspalum conjugatum  (Penyemprotan volume tinggi:
1,5 - 2,5 l/ha )",PT Tiara Buana Mandiri
1441 ,BESVIDAN PLUS 550/60 EC,"Cabai: hama kutu daun
Myzus persicae (Penyemprotan volume tinggi:
0,5 ml/l)",PT Tiara Buana Mandiri
1442 ,BESTRIN FORTE PLUS 100 EC,"Cabai : kutu daun Myzus persicae, penggerek buah Helicoverpa armigera (Penyemprotan volume tinggi : 0,75- 1 ml/l)",PT Jirona Agritama
1443 ,BESTINDO 45 WP,"Bawang merah: ulat grayak
Spodoptera exigua (Penyemprotan volume tinggi:
1,5 g/l)",PT Tiara Buana Mandiri
1444 ,BESTNOID 60 WP,"Kubis bunga: siput Parmarion pupillaris, Filicaulis bleekeri (Penyemprotan volume tinggi : 1 - 2 g/l) Padi sawah : siput murbei Pomacea sp. (Penyemprotan volume tinggi : 375 g/ha)",PT Dharma Guna Wibawa
1445 ,BESTOP 530 SL,"Karet (TBM) : gulma berdaun lebar 
Chromolaena odorata
Diodia sarmentosa
golongan rumput
Ottochloa nodosa 
Paspalum conjugatum (Penyemprotan volume tinggi:
1 - 2 l/ha ) Kelapa sawit (TBM) : gulma berdaun lebar 
Borreria alata
Clidemia hirta
Mikania micrantha
golongan rumput
Ischaemum timorense
Ottochloa nodosa (Penyemprotan volume tinggi:
1,5 - 2,5 l/ha )",PT Adil Makmur Fajar
1446 ,BESTOX 50 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi :  0,5 - 1 ml/l) Cabai : hama trips 
Thrips parvispinus
lalat buah 
Bactrocera sp. (Penyemprotan volume tinggi:
0,5 ml/l) Jeruk : kutu daun 
Toxoptera sp. (Penyemprotan volume tinggi:
0,5 ml/l) Kakao : penggerek buah Canopomorpha cramerella, pengisap buah Helopeltis sp. (Penyemprotan volume tinggi :  0,125 ml/l) Kentang : hama trips Thrips palmi (Penyemprotan volume tinggi : 0,5 ml/l) Tembakau : penggerek pucuk Heliothis sp., ulat grayak Spodoptera sp., kutu daun Myzus persicae (Penyemprotan volume tinggi :  0,125 ml/l)",PT Bina Guna Kimia
1447 ,BESTEEWORLD 43 SL,"Bawang merah: penyakit bercak ungu
Alternaria porri (Penyemprotan volume tinggi:
3 ml/l)",PD Rekso Bumi Jaya
1448 ,BESTFAST 250 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 1,5 - 2 ml/l) Cabai : hama kutu daun Myzus persicae (Penyemprotan volume tinggi : 0,75 ml/l) Kubis : ulat daun Plutella xylostella (Penyemprotan volume tinggi : 1 ml/l)",PT Tiara Buana Mandiri
1449 ,BESTFAT 75 SP,"Cabai hama trips Thrips parvispinus
 (Penyemprotan volume tinggi 2,25 g/l
)",PT Berkah Sumber  Sukses
1450 ,BESTHOMYL 40 SP,"Kubis: perusak daun
Plutella xylostela (Penyemprotan volume tinggi:
0,5 ml/l)",PT Biotek Sarana Industri
1451 ,BESTIN 18 EC,"Cabai: hama trips
Thrips parvispinus (Penyemprotan volume tinggi:
1 ml/l)",PT Agro Sejahtera Indonesia
1452 ,BESTAR 200 SL,"Jagung: gulma berdaun lebar Ageratum conyzoides, Cloeme rutidospermae; golongan rumput Brachiaria mutica, Cynodon dactylon, Digitaria ciliaris, Synedrella nodiflora (Penyemprotan volume tinggi:
2,25 - 3 l/ha)",PT Sari Kresna Kimia
1453 ,BESNAIL 60 WP,"Tambak udang windu dan bandeng: siput trisipan
Cerithidea sp. (Penyemprotan volume tinggi:
0,5 kg/ha)",PT Tiara Buana Mandiri
1454 ,"MANIC 62,5 WG","Kentang : penyakit hawar daun
Phytophthora infestans (Penyemprotan volume tinggi:
1,5 g/l)",PT UPL Indonesia
1455 ,BESISTAN 60 WP,"Padi sawah: hama siput murbei
Pomacea canaliculata (Penyemprotan volume tinggi:
375 g/ha)",PT Bravo Dinamika
1456 ,BESLOSAN 250 EC,"Padi sawah : siput murbei Pomacea canaliculata (Penyemprotan volume tinggi : 1,5 - 2 l/ha)",PT Tiara Buana Mandiri
1457 ,BESHIPO 500 SL,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 1,5 - 2 ml/l) Padi sawah : wereng coklat 
Nilaparvata lugens 
penggerek batang 
Scirpophaga incertulas (Penyemprotan volume tinggi:
1,5 ml/l)",PT Tiara Buana Mandiri
1458 ,"MANGUNI 0,00625 MC","Di dalam ruangan : nyamuk Aedes aegypti, Culex quinquefasciatus (pembakaran)",CV Central Bukit Moria
1459 ,"MANGUNI 0,01 MC","Di dalam ruangan: nyamuk
Aedes aegypti
Culex quinquefasciatus (Pembakaran)",CV Central Bukit Moria
1460 ,MANGUNI 1.67 MV,"Nyamuk Aedes aegypti
Culex quinquefasciatus
 (Pemanasan dengan alat listrik
)",CV Central Bukit Moria
1461 ,MANCOTHANE 80 WP,Bawang merah : penyakit bercak ungu Alternaria porri (Penyemprotan volume tinggi : 2 g/l),PT Intec
1462 ,MANDAR 45 WP,"Kakao: hama penghisap buah
Helopeltis antonii (Penyemprotan volume tinggi:
1,5 g/l)",PT Tiga Muara Emas Makmur
1463 ,BENZIM 50 WP,"Kubis: penyakit akar gada
Plasmodiophora brassicae (Penyemprotan volime tinggi:
1,5 g/l)",CV Sinar Agro Kimia Indonesia
1464 ,BENZO 60 WP,Padi sawah : siput murbei Pomacea canaliculata (Penyemprotan volume tinggi : 1 - 2 g/l),CV Uni Agro Chemica
1465 ,BESCONIL 80 WP,Bawang merah : penyakit bercak ungu Alternaria porri (Penyemprotan volume tinggi : 2 g/l) Cabai : penyakit antraknosa Colletotrichum capsici (Penyemprotan volume tinggi : 2 g/l),PT Tiara Buana Mandiri
1466 ,MAMOSO 525 SL,"Kelapa sawit (TBM) : gulma berdaun lebar Ageratum conyzoides, Mikania micrantha, Melastoma malabatricum, gulma berdaun sempit Ottochloa nodosa, Ischaemum timorense (Penyemprotan volume tinggi : 0,75 - 1,5 l/ha)",PT Putra Timur Agronusa
1467 ,MAINCOP 50 WP,Kentang : penyakit hawar daun Phytophthora infestans (Penyemprotan volume tinggi : 3 g/l),PT Royal Agro Indonesia
1468 ,MAGUS 325 SC,"Cabai: penyakit bercak daun
Cercospora capsici (Penyemprotan volume tinggi:
2 ml/l)",PT Agro Guna Makmur
1469 ,BENTO 50 EC,"Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 0,75 - 1 ml/l) Kakao : penggerek buah Conopomorpha cramerella (Penyemprotan volume tinggi : 2 ml/l) Kedelai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l)",PT Sari Kresna Kimia
1470 ,BENXONE 276 SL*,"Jagung TOT : golongan rumput
Axonopus compressus (Penyemprotan volume tinggi:
1 - 1,5 l/ha ) Jagung TOT : gulma berdaun lebar 
Ageratum conyzoides
Borreria alata
Phylanthus niruri (Penyemprotan volume tinggi:
0,75 - 1,5 l/ha ) Kelapa sawit (TM) : gulma berdaun lebar
Borreria alata
Mikania micrantha
golongan rumput
Paspalum conjugatum (Penyemprotan volume tinggi:
1,5 - 3 l/ha )",PT Asiana Chemicalindo Lestari
1471 ,BENZA 480 SL,"Padi gogo: gulma daun lebar Ageratum conyzoides, Alternanthera sessilis, Asystasia gangetica, Bidens pilosa, Borreria alata, Synedrella nodiflora (Penyemprotan volume tinggi:
1,5 -2 l/ha)",PT UPL Indonesia
1472 ,BENZAPYR 120 SC,"Bawang merah: ulat grayak Spodoptera exigua, pengorok daun Liriomyza chinensis (Penyemprotan volume tinggi:
2,25 ml/l) Padi: penggerek batang Scirpophaga incertulas, wereng coklatNilaparvata lugens (Penyemprotan volume tinggi:
2,25 ml/l)",PT Nufarm Indonesia
1473 ,BENTAN 60 WP,"Tambak budidaya udang windu dan ikan bandeng : siput trisipan Cerithidea sp. (Penyiraman : 0,5 - 1 kg/ha)",PT Trida Kimia Sakti
1474 ,BENSIDA 70 WP,Padi sawah: siput murbei Pomacea canaliculata (Penyemprotan volume tinggi: 375 - 500 g/ha),PT Tiara Buana Mandiri
1475 ,BENSON 10 WP,"Kelapa sawit (TBM) :  gulma berdaun lebar 
Ageratum conyzoides
Synedrella nodiflora
gulma berdaun sempit 
Axonopus compressus 
Paspalum conjugatum  (Penyemprotan volume tinggi:
150 - 200 g/ha )",PT Dalzon Chemicals Indonesia
1476 ,BENOTOP 50 WP,Kakao : penyakit busuk buah Phytophthora palmivora (Penyemprotan volume tinggi : 1 g/l),PT Fadjarpurnama Pratama Inti
1477 ,MAGENTA 50 WP,"Cabai : penyakit antraknosa
Colletotrichum capsici (Penyemprotan volume tinggi  : 1 g/l) Cabai: penyakit antraknosa
Colletotrichum gloeosporioides (Penyemprotan volume tinggi:
1 - 1,5 g/l)",PT Multi Sarana Indotani
1478 ,BENIX 550 SC,"Jagung: gulma berdaun lebar Ageratum conyzoides, Borreria alata, Synedrella nodiflora; gulma berdaun sempit Eleusine indica (Penyemprotan volume tinggi:
1,5 - 2,25 l/ha) Jagung: gulma berdaun lebar Digitaria cliliaris, Setaria plicata (Penyemprotan volume tinggi:
1,875 - 2,25 l/ha)",PT Agro Guna Makmur
1479 ,MADRID 50/10 WP,"Padi sawah : wereng coklat Nilaparvata lugens (Penyemprotan volume tinggi : 1,5 - 2 g/l)",PT Santani Agro Perkasa
1480 ,BENLOX 50 WP,"Apel : penyakit embun tepung Podosphaera leucotricha (Penyemprotan volume tinggi : 1,5 - 2,25 g/l) Bawang merah : penyakit antraknosa Colletotrichum circinans (Penyemprotan volume tinggi : 1,5 - 2,25 g/l) Cabai : penyakit bercak daun Cercospora capsici (Penyemprotan volume tinggi : 1,5 - 2,25 g/l) Cabai : penyakit layu fusarium Fusarium oxysporum (Penyemprotan volume tinggi  : 2 g/l) Cabai : penyakit rebah semai Pythium spp. (Perlakuan benih : 2 g/kg benih) Kacang tanah : penyakit bercak daun Cercospora arachidicola (Penyemprotan volume tinggi : 0,5 - 1 g/l) Kacang tanah : penyakit bercak daun Cercospora personata (Penyemprotan volume tinggi :  0,25 - 05 g/l) Karet : penyakit bidang sadap Ceratocystis fimbriata (Penyemprotan volume tinggi : 1 - 1,5 g/l) Kentang : penyakit busuk daun
Phytophthora infestans (Penyemprotan volume tinggi:
2 g/l) Kubis : penyakit busuk hitam Xanthomonas campestris (Penyemprotan volume tinggi : 2 g/l) Kubis : penyakit rebah semai Pythium spp. (Perlakuan benih : 2 g/kg benih) Padi : penyakit blas Pyricularia oryzae, penyakit hawar daun Xanthomonas oryzae (Penyemprotan volume tinggi  : 2 g/l) Pembibitan kelapa sawit : penyakit bercak daun coklat Curvularia maculans (Penyemprotan volume tinggi : 4 g/l) Semangka : penyakit antraknosa Colletotrichum lagenarium (Penyemprotan volume tinggi  : 2 - 3 g/l) Tembakau : penyakit embun tepung Oidium tabaci (Penyemprotan volume tinggi : 2 g/l) Tomat : penyakit rebah semai Pythium spp. (Perlakuan benih : 2 g/kg benih)",PT Dharma Guna Wibawa
1481 ,BELVO 80 WG,Jeruk : penyakit embun tepung Oidium tingitaninum (Penyemprotan volume tinggi  : 2 g/l) Kakao : jamur upas Upasia salmonicolor (Penyemprotan volume tinggi  : 2 g/l),PT Sari Kresna Kimia
1482 ,BENATRIN 325 EC,"Kubis: ulat krop
Crocidolomia binotalis (Penyemprotan volume tinggi:
1,5 ml/l)",PT Centa Brasindo Abadi Chemical Industry
1483 ,BENDAS 50 WP,Cabai : penyakit antraknosa Colletotrichum capsici (Penyemprotan volume tinggi : 2 g/l) Padi : penyakit hawar pelepah Rhizoctonia solani (Penyemprotan volume tinggi : 2 g/l),PT Trida Kimia Sakti
1484 ,BENFURON 12/18 WP,"Padi sawah : gulma berdaun lebar Ludwigia octovalvis, Monochoria vaginalis, Limnocharis flava, Sphenochloa zeylanica, teki Fimbristylis miliacea (Penyemprotan volume tinggi : 90 - 120 g/ha)",PT Multi Sarana Indotani
1485 ,BELLMAC 240 EC,"Bawang Merah: Gulma berdaun lebar
Cleome rutidospermae
Portulaca oleracea
Gulma berdaun sempit
Cynodon dactylon
Digitaria sp.
 (Penyemprotan volume tinggi: 
0,75 - 1,5 l/ha 
) Padi Sawah: Gulma berdaun lebar
Monochoria vaginalis
Ludwigia octovalvis
Gulma berdaun sempit
Leptochloa chinensis
Echinochloa colona
Teki
Cyperus difformis
Fimbristylis milicea
 (Penyemprotan volume tinggi: 
1-1,5 l/ha 
)",PT Royal Agro Indonesia
1486 ,RUDOR 5 WP,"Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi  : 1 - 2 g/l) Mangga : wereng Idiocerus spp. (Penyemprotan volume tinggi : 0,75 - 1 kg/ha) Padi : wereng coklat Nilaparvata lugens (Penyemprotan volume tinggi : 1,5 - 2 g/l) Semangka : kutu daun Myzus persicae (Penyemprotan volume tinggi : 0,25 - 0,5 g/l) Semangka : hama trips Thrips palmi (Penyemprotan volume tinggi : 2 g/l)",PT Deltagro Mulia Sejati
1487 ,BELLKUTE 40 WP,"Bawang merah : penyakit bercak daun Alternaria porri, penyakit antraknosa Colletotrichum sp. (Penyemprotan volume tinggi  : 0,3 - 0,6 kg/ha) Cabai : penyakit antraknosa Colletotrichum sp. (Penyemprotan volume tinggi  : 0,3 - 0,6 kg/ha) Karet : penyakit gugur daun Coletotrichum gloeosporioides (Penyemprotan volume tinggi  : 0,15 - 0,3 kg/ha)",PT MC Indonesia
1488 ,BELAWAN 365 EC,"Kacang panjang: penggerek polong
Maruca testulalis (Penyemprotan volume tinggi:
0,75 ml/l)",PT Sukses Bersama Makmur
1489 ,BELIUNG 200 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi  : 0,5 ml/l)",PT Adil Makmur Fajar
