no,rank,character,animeography,mangaography,favorites
919,919,"Fairbrook Wingates Hellsing, Integra","['Hellsing', 'Hellsing Ultimate', 'Hellsing: Digest for Freaks']",['Hellsing'],1623
920,920,"Mitsuya, Takashi",['Tokyo Revengers'],['Tokyo卍Revengers'],1619
921,921,Sephiroth,"['Final Fantasy VII: Advent Children', 'Final Fantasy VII: Last Order', 'Final Fantasy VII: Advent Children Complete']",['Final Fantasy VII: On the Way to a Smile'],1619
922,922,"Yotsuya, Miko",['Mieruko-chan'],['Mieruko-chan'],1618
923,923,"Tenma White, Gabriel","['Gabriel DropOut', 'Gabriel DropOut Specials']",['Gabriel DropOut'],1618
924,924,"Russo, Ladd","['Baccano!', 'Baccano! Specials']","['Baccano! 1931 The Grand Punk Railroad', 'Baccano!']",1618
925,925,"Claes, Catarina","['Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Katarina Nounai Kaigi', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X']","['Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Zettai Zetsumei! Hametsu Sunzen-hen']",1615
926,926,"Dekomori, Sanae","['Chuunibyou demo Koi ga Shitai!', 'Chuunibyou demo Koi ga Shitai! Lite', 'Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou']",['Chuunibyou demo Koi ga Shitai!'],1615
927,927,"Takasaki, Misaki","['Koi to Uso', 'Koi to Uso: Isshou no Koi/Koi no Kimochi']",['Koi to Uso'],1613
928,928,"Shokuhou, Misaki","['Toaru Kagaku no Railgun T', 'Toaru Kagaku no Railgun S', 'Toaru Majutsu no Index 10th Anniversary PV']","['Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun', 'Kamachi Kazuma Toaru Majutsu no Index 10-shuunen: Shokuhou Misaki Figure-hen', 'Toaru Majutsu no Index']",1609
929,929,"Souma, Shigure","['Fruits Basket', 'Fruits Basket 1st Season', 'Fruits Basket 2nd Season']",['Fruits Basket'],1607
930,930,"Watanabe, Saki",['Shinsekai yori'],['Shinsekai yori'],1605
931,931,"Lawrence, Kraft","['Ookami to Koushinryou', 'Ookami to Koushinryou II', 'Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu']","['Ookami to Koushinryou', 'Ookami to Koushinryou', 'Shinsetsu Ookami to Koushinryou: Ookami to Youhishi']",1604
932,932,Diablo,"['Tensei shitara Slime Datta Ken', 'Tensei shitara Slime Datta Ken OVA', 'Tensei shitara Slime Datta Ken 2nd Season']","['Tensei shitara Slime Datta Ken', 'Tensei shitara Slime Datta Ken', 'Tensei shitara Slime Datta Ken: Mamono no Kuni no Arukikata']",1595
933,933,"Aihara, Yuzu",['Citrus'],"['Citrus', 'Citrus: Comic Anthology', 'Citrus+']",1595
934,934,Ashitaka,['Mononoke Hime'],[],1595
935,935,Pen Pen,"['Neon Genesis Evangelion', 'Neon Genesis Evangelion: The End of Evangelion', 'Evangelion: 1.0 You Are (Not) Alone']","['Neon Genesis Evangelion', 'Neon Genesis Evangelion: Comic Tribute']",1594
936,936,"Honda, Hanako","['Asobi Asobase', 'Asobi Asobase OVA', 'Asobi Asobase Specials']",['Asobi Asobase'],1593
937,937,Batou,"['Koukaku Kidoutai', 'Koukaku Kidoutai: Stand Alone Complex', 'Innocence']","['Koukaku Kidoutai: The Ghost in the Shell', 'Koukaku Kidoutai 1.5: Human-Error Processer', 'Koukaku Kidoutai: Stand Alone Complex']",1593
938,938,"Yashiro, Nene",['Jibaku Shounen Hanako-kun'],"['Jibaku Shounen Hanako-kun', 'Houkago Shounen Hanako-kun', 'Jibaku Shounen Hanako-kun 0']",1592
939,939,"Ludenberg, Celestia","['Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen', 'Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen']","['Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation']",1591
940,940,Pikachu,"['Pokemon', 'Pokemon Movie 01: Mewtwo no Gyakushuu', 'Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan']","['Dengeki! Pikachu', 'Pokémon Pocket Monsters', 'Gekijouban Pocket Monsters Diamond & Pearl: Dialga vs. Palkia vs. Darkrai']",1585
941,941,"Kawai, Rika","['Wonder Egg Priority', 'Wonder Egg Priority Special']",[],1583
942,942,"Zeppeli, Caesar Anthonio",['JoJo no Kimyou na Bouken (TV)'],['JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu'],1580
943,943,"Sanka, Rea","['Sankarea', 'Sankarea OVA', 'Sankarea: Wagahai mo... Zombie de Aru...']",['Sankarea'],1576
944,944,"Ouma, Kokichi",[],['New Danganronpa V3: Minna no Koroshiai Shingakki Comic Anthology'],1575
945,945,"Ichinose, Hajime","['Gatchaman Crowds', 'Gatchaman Crowds: Insight', 'Gatchaman Crowds: Embrace']",[],1571
946,946,"Saotome, Ranma","['Ranma ½', 'Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!', 'Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!']",['Ranma ½'],1569
947,947,"Shirahama, Kenichi","['Shijou Saikyou no Deshi Kenichi', 'Shijou Saikyou no Deshi Kenichi OVA', 'Shijou Saikyou no Deshi Kenichi Specials']","['Shijou Saikyou no Deshi Kenichi', 'Shijou Saikyou no Gaiden', 'Tatakae! Ryouzanpaku Shijou Saikyou no Deshi']",1567
948,948,"Jirou, Kyouka","['Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia: Sukue! Kyuujo Kunren!']","['Boku no Hero Academia', 'Boku no Hero Academia Smash!']",1566
949,949,"Lute, Ryner","['Densetsu no Yuusha no Densetsu', 'Densetsu no Yuusha no Densetsu: Iris Report', 'Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day']","['Densetsu no Yuusha no Densetsu', 'Densetsu no Yuusha no Densetsu', 'Dai Densetsu no Yuusha no Densetsu']",1563
950,950,"Uchiha, Shisui",['Naruto: Shippuuden'],"['Naruto', 'Naruto Shinden Series']",1563
951,951,"Yaoyorozu, Momo","['Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia: Sukue! Kyuujo Kunren!']","['Boku no Hero Academia', 'Boku no Hero Academia Smash!']",1562
952,952,"Hua, Cheng","['Tian Guan Ci Fu', 'Tian Guan Ci Fu Special']",['Tian Guan Ci Fu'],1560
953,953,"Malandro, Michiko",['Michiko to Hatchin'],[],1559
954,954,"Akai, Shuuichi","['Detective Conan', 'Detective Conan Movie 18: The Sniper from Another Dimension', 'Detective Conan Movie 20: The Darkest Nightmare']","['Detective Conan', 'Meitantei Conan: Ijigen no Sniper']",1558
955,955,"Radars, Glenn",['Rokudenashi Majutsu Koushi to Akashic Records'],"['Rokudenashi Majutsu Koushi to Akashic Records', 'Rokudenashi Majutsu Koushi to Akashic Records', 'Rokudenashi Majutsu Koushi to Memory Records']",1557
956,956,Shion,['No.6'],"['No.6', 'No.6', 'No.6 Beyond']",1556
957,957,"Yuuki, Makoto","['Persona 3 the Movie 1: Spring of Birth', ""Persona 3 the Movie 2: Midsummer Knight's Dream"", 'Persona 3 the Movie 3: Falling Down']","['Persona 3', 'Persona 3 Comic Anthology: Memento Mori', 'Persona Q: Shadow of the Labyrinth - Side:P3']",1556
958,958,"Miya, Atsumu","['Haikyuu!!: To the Top', 'Haikyuu!!: To the Top 2nd Season']",['Haikyuu!!'],1553
959,959,"le Carré, Ange","['Princess Principal', 'Princess Principal: Ange Report', 'Princess Principal Picture Drama']",[],1552
960,960,"Voltia, Luck","['Black Clover', 'Mugyutto! Black Clover']",['Black Clover'],1547
961,961,"Wong, Shorter",['Banana Fish'],['Banana Fish'],1546
962,962,"Negishi, Souichi","['Detroit Metal City', 'Detroit Metal City: Birth of the Metal Devil']",['Detroit Metal City'],1546
963,963,"Tu Oderschvank, Nelliel",['Bleach'],"['Bleach', 'Bleach: Spirits Are Forever with You', ""Bleach: Can't Fear Your Own World""]",1543
964,964,Neptune,"['Choujigen Game Neptune The Animation', 'Choujigen Game Neptune The Animation: Yakusoku no Eien - True End', 'Choujigen Game Neptune The Animation OVA']","['Choujigen Game Neptune: Megami Tsuushin', 'Choujigen Game Neptune: High School', 'Choujigen Game Neptune: The Animation']",1539
965,965,"Asahina, Mikuru","['Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu (2009)', 'Suzumiya Haruhi-chan no Yuuutsu']","['Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi Series']",1539
966,966,"Nanjou, Sachi",[],['Oyasumi Punpun'],1538
967,967,"Manbavaran, Sucy","['Little Witch Academia', 'Little Witch Academia: Mahoujikake no Parade', 'Little Witch Academia (TV)']","['Little Witch Academia: Tsukiyo no Oukan', 'Little Witch Academia', 'Little Witch Academia']",1535
968,968,Hawk,"['Nanatsu no Taizai', 'Nanatsu no Taizai OVA', 'Nanatsu no Taizai: Seisen no Shirushi']","['Nanatsu no Taizai', 'Fairy Tail x Nanatsu no Taizai Christmas Special', 'Mayoe! Nanatsu no Taizai Gakuen!']",1525
969,969,"Minami, Itsuki","['Air Gear', 'Air Gear Special', 'Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky']",['Air Gear'],1523
970,970,"Akagi, Shigeru",['Touhai Densetsu Akagi: Yami ni Maiorita Tensai'],"['Akagi: Yami ni Oritatta Tensai', 'Ten: Tenhou-doori no Kaidanji', 'Akagi: Zawa... Zawa... Anthology']",1520
971,971,Yoite,['Nabari no Ou'],['Nabari no Ou'],1518
972,972,Quetzalcoatl,"['Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no OO Dragon', 'Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai']","['Kobayashi-san Chi no Maid Dragon: Lucoa wa Boku no xx desu', 'Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou']",1516
973,973,"Kaneda, Shoutarou","['Akira', 'Akira (Shin Anime)']",['Akira'],1510
974,974,"Miyamori, Aoi","['Shirobako', 'Shirobako Movie']",['Shirobako: Kaminoyama Koukou Animation Doukoukai'],1506
975,975,"Uzumaki, Boruto","['Boruto: Naruto the Movie', 'Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi', 'Boruto: Naruto Next Generations']","['Boruto: Naruto the Movie', 'Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi', 'Boruto: Naruto Next Generations']",1503
976,976,"Law, Vincent",['Ergo Proxy'],[],1503
977,977,"Mishima, Hitomi",['Hinamatsuri (TV)'],['Hinamatsuri'],1501
978,978,"Narukami, Yuu","['Persona 4 the Animation', 'Persona 4 the Animation: No One is Alone', 'Persona 4 the Animation: The Factor of Hope']","['Persona 4', 'Persona 4: The Ultimate in Mayonaka Arena', 'Persona Q: Shadow of the Labyrinth - Side:P3']",1500
979,979,"Daidouji, Tomoyo","['Cardcaptor Sakura', 'Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!', 'Cardcaptor Sakura: Clear Card-hen']","['Cardcaptor Sakura', 'Cardcaptor Sakura Extras', 'Cardcaptor Sakura: Clear Card-hen']",1498
980,980,"Yata, Misaki","['K: Missing Kings - Manner Movie', 'K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni', 'K']","['Gakuen K', 'K: Lost Small World', 'K: Lost Small World']",1497
981,981,"Cross, Yuuki","['Vampire Knight', 'Vampire Knight: Guilty']","['Vampire Knight', 'Vampire Knight: Noir no Wana', 'Vampire Knight: Memories']",1497
982,982,"Momobami, Kirari","['Kakegurui', 'Kakegurui××']","['Kakegurui', 'Kakegurui Twin', 'Kakegurui (Kari)']",1493
983,983,Ika Musume,"['Shinryaku! Ika Musume', 'Shinryaku! Ika Musume Specials', 'Shinryaku!? Ika Musume']",['Shinryaku! Ika Musume'],1493
984,984,"Okkotsu, Yuuta",['Jujutsu Kaisen 0 Movie'],"['Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou', 'Jujutsu Kaisen']",1490
985,985,Filo,"['Tate no Yuusha no Nariagari', 'Tate no Yuusha no Nariagari Season 2', 'Isekai Quartet Movie: Another World']","['Tate no Yuusha no Nariagari', 'Tate no Yuusha no Nariagari', 'Yari no Yuusha no Yarinaoshi']",1489
986,986,"Urushibara, Ruka","['Steins;Gate', 'Steins;Gate: Oukoubakko no Poriomania', 'Steins;Gate Movie: Fuka Ryouiki no Déjà vu']","['Steins;Gate', 'Steins;Gate: Boukan no Rebellion', 'Steins;Gate: Hiyoku Renri no Sweets Honey']",1488
987,987,"Yoshioka, Futaba","['Ao Haru Ride', 'Ao Haru Ride OVA']","['Ao Haru Ride', 'Ao Haru Ride', 'Ao Haru Ride: Special Booklet']",1487
988,988,"Endo, Kenji",[],"['20th Century Boys', '21st Century Boys']",1487
989,989,"Sanshokuin, Sumireko","['Ore wo Suki nano wa Omae dake ka yo', 'Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru', 'Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set']","['Ore wo Suki nano wa Omae dake ka yo', 'Ore wo Suki nano wa Omae dake ka yo']",1486
990,990,"Ikari, Gendou","['Schick x Evangelion', 'Neon Genesis Evangelion', 'Neon Genesis Evangelion: Death & Rebirth']","['Neon Genesis Evangelion', 'Shinseiki Evangelion: Koutetsu no Girlfriend 2nd', 'Shinseiki Evangelion: Ikari Shinji Ikusei Keikaku']",1484
991,991,Adam,['Shuumatsu no Walküre'],['Shuumatsu no Walküre'],1483
992,992,"Touwa, Erio","['Denpa Onna to Seishun Otoko', 'Denpa Onna to Seishun Otoko: Mayonaka no Taiyou']","['Denpa Onna to Seishun Otoko', 'Denpa Onna to Seishun Otoko']",1483
993,993,"Prochainezo, Firo","['Baccano!', 'Baccano! Specials']","['Baccano!', 'Baccano!']",1483
994,994,"Hashida, Itaru","['Steins;Gate', 'Steins;Gate: Soumei Eichi no Cognitive Computing', 'Steins;Gate 0']","['Steins;Gate', 'Steins;Gate: Aishin Meizu no Babel', 'Steins;Gate 0']",1481
995,995,"Matsuzaka, Satou",['Happy Sugar Life'],['Happy Sugar Life'],1479
996,996,"Kasugano, Sora","['Yosuga no Sora: In Solitude, Where We Are Least Alone.']",['Yosuga no Sora'],1479
997,997,"Yadomi, Jinta","['Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami']",['Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.'],1478
998,998,Kyuubey,"['Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari', 'Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari']","['Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica', 'Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no Monogatari']",1478
999,999,"Kawai, Ritsu","['Bokura wa Minna Kawai-sou', 'Bokura wa Minna Kawai-sou: Hajimete no', 'Bokura wa Minna Kawai-sou Specials']",['Bokura wa Minna Kawai-sou'],1474
1000,1000,"Hatsuseno, Alpha","['Yokohama Kaidashi Kikou', 'Yokohama Kaidashi Kikou: Quiet Country Cafe']",['Yokohama Kaidashi Kikou'],1473
1001,1001,"Dracule, Mihawk","['One Piece', 'One Piece Film: Strong World Episode 0', 'One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai']","['One Piece: Roronoa Zoro, Umi ni Chiru', 'One Piece', 'One Piece Log Book Omake']",1472
1002,1002,"Aihara, Mei",['Citrus'],"['Citrus', 'Citrus: Comic Anthology', 'Citrus+']",1469
1003,1003,"Boyle, Arthur","['Enen no Shouboutai', 'Enen no Shouboutai: Ni no Shou']",['Enen no Shouboutai'],1468
1004,1004,"Hoshizora, Rin","['Bokura no Live Kimi to no Life', 'Snow Halation', 'Natsu-iro Egao de 1, 2, Jump!']","['Love Live!', 'Love Live! School Idol Diary', 'Love Live! School Idol Diary']",1468
1005,1005,"Takigawa, Yoshino",['Zetsuen no Tempest'],['Zetsuen no Tempest'],1466
1006,1006,Akashi,"['Yojouhan Shinwa Taikei', 'Yojouhan Shinwa Taikei Specials']",[],1465
1007,1007,Satoshi,"['Pokemon', 'Pokemon Movie 01: Mewtwo no Gyakushuu', 'Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan']","['Dengeki! Pikachu', 'Gekijouban Pocket Monsters Diamond & Pearl: Dialga vs. Palkia vs. Darkrai', 'Gekijouban Pocket Monster AG: Mew to Hadou no Yuusha Lucario']",1462
1008,1008,Excalibur,['Soul Eater'],['Soul Eater'],1460
1009,1009,"Anderson, Alexander","['Hellsing Ultimate', 'Hellsing', 'Hellsing: Digest for Freaks']","['Hellsing', 'Angel Dust']",1460
1010,1010,"Strauss, Mirajane","['Fairy Tail', 'Fairy Tail OVA', 'Fairy Tail Movie 1: Houou no Miko']","['Fairy Tail', 'Fairy Girls', 'Fairy Tail Gaiden']",1458
1011,1011,"Saegusa, Mayumi","['Mahouka Koukou no Rettousei', 'Yoku Wakaru Mahouka!', 'Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo']","['Mahouka Koukou no Rettousei: Nyuugaku-hen', 'Mahouka Koukou no Rettousei', 'Mahouka Koukou no Yuutousei']",1453
1012,1012,Nikaidou,"['Dorohedoro', 'Dorohedoro: Ma no Omake']",['Dorohedoro'],1449
1013,1013,"Fujiwara, Bunta","['Initial D Fourth Stage', 'Initial D First Stage', 'Initial D Second Stage']",['Initial D'],1447
1014,1014,Hidan,"['Naruto: Shippuuden', 'Naruto SD: Rock Lee no Seishun Full-Power Ninden', 'Naruto: Shippuuden Movie 6 - Road to Ninja']","['Naruto Hiden Series', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",1446
1015,1015,Gowther,"['Nanatsu no Taizai', 'Nanatsu no Taizai OVA', 'Nanatsu no Taizai: Seisen no Shirushi']","['Nanatsu no Taizai', 'Mayoe! Nanatsu no Taizai Gakuen!', 'Nanatsu no Taizai: Edinburgh no Kyuuketsuki']",1445
1016,1016,"Mizutani, Shizuku","['Tonari no Kaibutsu-kun', 'Tonari no Kaibutsu-kun: Tonari no Gokudou-kun']",['Tonari no Kaibutsu-kun'],1443
1017,1017,"Murasakibara, Atsushi","['Kuroko no Basket: Oshaberi Demo Shimasen ka', 'Kuroko no Basket: Saikou no Present Desu', 'Kuroko no Basket Movie 4: Last Game']","['Kuroko no Basket: Extra Game', 'Kuroko no Basket: Replace Plus', 'Kuroko no Basket']",1443
1018,1018,"Kanbara, Akihito","['Kyoto Animation: Megane-hen', 'Kyoukai no Kanata', 'Kyoukai no Kanata: Mini Gekijou']",['Kyoukai no Kanata'],1440
1019,1019,Altair,['Re:Creators'],['Re:Creators'],1434
1020,1020,"Totsuka, Saika","['Yahari Ore no Seishun Love Comedy wa Machigatteiru.', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku']","['Yahari Ore no Seishun Love Comedy wa Machigatteiru.', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue']",1434
1021,1021,"Enomoto, Takane","['Mekakucity Actors', ""Kagerou Daze: In a Day's"", 'Days']","['Kagerou Daze', 'Kagerou Daze', 'Kagerou Daze Koushiki Anthology Comic: Winter']",1432
1022,1022,"Ebisuzawa, Kurumi",['Gakkougurashi!'],"['Gakkougurashi!', 'Gakkougurashi! Anthology Comic: Kai', 'Gakkougurashi! Anthology Comic: On']",1431
1023,1023,"Isayama, Yomi","['Ga-Rei: Zero', 'Tokyo ESP']","['Ga-Rei', 'Tokyo ESP x Ga-Rei: Shadow Walker']",1430
1024,1024,"Tsukimoto, Makoto",['Ping Pong the Animation'],['Ping Pong'],1429
1025,1025,"Natsukawa, Masuzu",['Ore no Kanojo to Osananajimi ga Shuraba Sugiru'],"['Ore no Kanojo to Osananajimi ga Shuraba sugiru', 'Ore no Kanojo to Osananajimi ga Shuraba sugiru', 'Ore no Kanojo to Osananajimi ga Shuraba sugiru+H']",1426
1026,1026,"Hanma, Baki","['Grappler Baki (TV)', 'Grappler Baki: Saidai Tournament-hen', 'Grappler Baki']","['Baki: New Grappler Baki', 'Hanma Baki', 'Grappler Baki']",1426
1027,1027,"Miyamoto, Rei","['Highschool of the Dead', 'Highschool of the Dead: Drifters of the Dead']","['Highschool of the Dead', 'Highschool of the Head']",1426
1028,1028,"Date, Masamune","['Sengoku Basara', 'Sengoku Basara Ni', 'Sengoku Basara Movie: The Last Party']","['Sengoku Basara Ranse Ranbu', 'Sengoku Basara 2', 'Sengoku Basara 3: Roar of Dragon']",1425
1029,1029,"Kinoshita, Hideyoshi","['Baka to Test to Shoukanjuu', 'Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai', 'Baka to Test to Shoukanjuu Specials']","['Baka to Test to Shoukanjuu', 'Baka to Test to Shoukanjuu', 'Baka to Test to Shoukanjuu Dya']",1422
1030,1030,"Vermillion, Mavis","['Fairy Tail', 'Fairy Tail OVA', 'Fairy Tail (2014)']","['Fairy Tail Zerø', 'Fairy Tail']",1421
1031,1031,"Touma, Kazusa","['White Album 2', 'White Album 2 Picture Drama']","['White Album 2: Yuki ga Tsumugu Senritsu', 'White Album 2']",1418
1032,1032,"Tomoe, Hotaru","['Bishoujo Senshi Sailor Moon S', 'Bishoujo Senshi Sailor Moon: Sailor Stars', 'Bishoujo Senshi Sailor Moon Crystal Season III']",['Bishoujo Senshi Sailor Moon'],1416
1033,1033,United Kingdom,"['Hetalia Axis Powers', 'Hetalia Axis Powers Movie: Paint it, White', 'Hetalia World Series']","['Hetalia Axis Powers', 'Hetalia World☆Stars']",1415
1034,1034,"Shidare, Hotaru","['Dagashi Kashi', 'Dagashi Kashi 2']","['Dagashi Kashi', 'Dagashi Kashi: Mou Hitotsu no Natsuyasumi']",1414
1035,1035,"Shinsou, Hitoshi","['Boku no Hero Academia 2nd Season', 'Boku no Hero Academia 3rd Season', 'Boku no Hero Academia 4th Season']",['Boku no Hero Academia'],1414
1036,1036,"Shirakiin, Ririchiyo","['Inu x Boku SS', 'Inu x Boku SS Special']",['Inu x Boku SS'],1414
1037,1037,"Kirigaya, Suguha","['Sword Art Online', 'Sword Art Online: Sword Art Offline', 'Sword Art Online: Extra Edition']","['Sword Art Online', 'Sword Art Online SS: Calibur SS-han', 'Sword Art Online: Fairy Dance']",1413
1038,1038,Trunks,"['Dragon Ball GT', 'Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai', 'Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da']","['Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!', 'Dragon Ball', 'Dragon Ball SD']",1407
1039,1039,"Fujisaki, Yuusuke","['SKET Dance', 'SKET Dance: Tettei Bunseki Special', 'SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi']","['SKET Dance', 'SKET Dance', 'Gintama']",1404
1040,1040,"Takizawa, Akira","['Higashi no Eden', 'Higashi no Eden Movie I: The King of Eden', 'Higashi no Eden Movie II: Paradise Lost']",[],1399
1041,1041,"Ozaki, Toshio","['Shiki', 'Shiki Specials']",['Shiki'],1398
1042,1042,"Kino, Makoto","['Bishoujo Senshi Sailor Moon', 'Bishoujo Senshi Sailor Moon R: The Movie', 'Bishoujo Senshi Sailor Moon S']","['Bishoujo Senshi Sailor Moon', 'Code Name wa Sailor V']",1395
1043,1043,"Chinen, Miya",['SK∞'],['SK∞: Chill Out!'],1393
1044,1044,"Konoe, Subaru",['Mayo Chiki!'],"['Mayo Chiki!', 'Mayo Chiki!']",1391
1045,1045,Anzu,['Hinamatsuri (TV)'],['Hinamatsuri'],1390
1046,1046,Keyaru,['Kaifuku Jutsushi no Yarinaoshi'],"['Kaifuku Jutsushi no Yarinaoshi: Sokushi Mahou to Skill Copy no Chouetsu Heal', 'Kaifuku Jutsushi no Yarinaoshi']",1389
1047,1047,Nero,['Black Clover'],['Black Clover'],1388
1048,1048,"Wang, Qi","['Kingdom', 'Kingdom 2nd Season']",['Kingdom'],1388
1049,1049,Zwei,"['Phantom The Animation', 'Phantom: Requiem for the Phantom', 'Phantom: Requiem for the Phantom Picture Drama']","['Phantom: Requiem for the Phantom', 'Phantom: Phantom of Inferno']",1388
