no,rank,title,type,total_eps,show_time,member,score,link_page
11687,"
11687
","Hope: Suiso Shakai to, Korekara no Energy no Hanashi",ONA,1,Nov 2014 - Nov 2014,437,4.93,https://myanimelist.net/anime/35975/Hope__Suiso_Shakai_to_Korekara_no_Energy_no_Hanashi
11688,"
11688
",Humane,Music,1,Oct 2018 - Oct 2018,260,4.93,https://myanimelist.net/anime/38955/Humane
11689,"
11689
",Ishida to Asakura Special,Special,1,Mar 2013 - Mar 2013,"3,142",4.93,https://myanimelist.net/anime/18149/Ishida_to_Asakura_Special
11690,"
11690
",Kitte no Gensou,Movie,1,1961 - 1961,847,4.93,https://myanimelist.net/anime/7032/Kitte_no_Gensou
11691,"
11691
",Arigatou Thank You,Music,1,Jun 2004 - Jun 2004,492,4.92,https://myanimelist.net/anime/8716/Arigatou_Thank_You
11692,"
11692
",Bug,ONA,4,Mar 2019 - Apr 2019,264,4.92,https://myanimelist.net/anime/40016/Bug
11693,"
11693
",Chainsaw Bunny,ONA,1,Aug 2018 - Aug 2018,"2,452",4.92,https://myanimelist.net/anime/38181/Chainsaw_Bunny
11694,"
11694
",Deniroo's Circus,Special,1,2004 - 2004,338,4.92,https://myanimelist.net/anime/31644/Deniroos_Circus
11695,"
11695
",Drill,Movie,1,1983 - 1983,400,4.92,https://myanimelist.net/anime/31261/Drill
11696,"
11696
",Kaidan,Movie,1,2003 - 2003,747,4.92,https://myanimelist.net/anime/23065/Kaidan
11697,"
11697
",Kakegae no,ONA,1,Feb 2012 - Feb 2012,479,4.92,https://myanimelist.net/anime/32291/Kakegae_no
11698,"
11698
",Majin Sentai Death Ranger: Ubawareta Pudding!,ONA,1,Sep 2014 - Sep 2014,310,4.92,https://myanimelist.net/anime/30094/Majin_Sentai_Death_Ranger__Ubawareta_Pudding
11699,"
11699
",MTV Japan Station ID,Special,2,2006 - 2007,407,4.92,https://myanimelist.net/anime/29933/MTV_Japan_Station_ID
11700,"
11700
",Ni-hiki no Sanma,Movie,1,1961 - 1961,720,4.92,https://myanimelist.net/anime/7021/Ni-hiki_no_Sanma
11701,"
11701
",Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,Movie,1,Jan 2016 - Jan 2016,469,4.92,https://myanimelist.net/anime/36835/Rudolf_to_Ippaiattena_x_Godzilla_x_Toho_Cinemas_Moving_Logo_Eizou
11702,"
11702
",Nothing's Gonna Change,Music,1,1999 - 1999,281,4.91,https://myanimelist.net/anime/36766/Nothings_Gonna_Change
11703,"
11703
",Nyago Dance,Movie,1,1932 - 1932,282,4.91,https://myanimelist.net/anime/35747/Nyago_Dance
11704,"
11704
",Osakana wa Ami no Naka,OVA,1,Jul 1994 - Jul 1994,"7,660",4.91,https://myanimelist.net/anime/752/Osakana_wa_Ami_no_Naka
11705,"
11705
",Teienu Theater in Kobe Opening,Special,1,Jul 2010 - Jul 2010,296,4.91,https://myanimelist.net/anime/41852/Teienu_Theater_in_Kobe_Opening
11706,"
11706
",Tokyo Daigaku Monogatari,OVA,2,Feb 2004 - Mar 2004,"3,144",4.91,https://myanimelist.net/anime/1053/Tokyo_Daigaku_Monogatari
11707,"
11707
",Tokyo SOS,Movie,1,2011 - 2011,272,4.91,https://myanimelist.net/anime/30408/Tokyo_SOS
11708,"
11708
",Umacha,Special,2,Mar 2001 - May 2001,"2,054",4.91,https://myanimelist.net/anime/9777/Umacha
11709,"
11709
",Cherry Blossom (Music),Music,1,Mar 2013 - Mar 2013,402,4.91,https://myanimelist.net/anime/32765/Cherry_Blossom_Music
11710,"
11710
",Clarinet Kowashichatta,Music,1,Feb 1963 - Feb 1963,320,4.91,https://myanimelist.net/anime/24843/Clarinet_Kowashichatta
11711,"
11711
",Fantasy,Movie,1,2012 - 2012,615,4.91,https://myanimelist.net/anime/31831/Fantasy
11712,"
11712
",Graduation,Music,1,Jun 2018 - Jun 2018,188,4.91,https://myanimelist.net/anime/38042/Graduation
11713,"
11713
",High & Low: G-Sword,TV,5,Mar 2017 - Mar 2017,665,4.91,https://myanimelist.net/anime/35156/High___Low__G-Sword
11714,"
11714
",Kabushikigaisha Aokishouji,Special,2,Apr 2015 - Apr 2015,249,4.91,https://myanimelist.net/anime/33695/Kabushikigaisha_Aokishouji
11715,"
11715
",Bavi Stock,OVA,2,Dec 1985 - Nov 1986,"1,015",4.90,https://myanimelist.net/anime/10105/Bavi_Stock
11716,"
11716
",Gensou Sangokushi: Tengen Reishinki,TV,?,Jan 2022 -,"12,497",4.90,https://myanimelist.net/anime/49514/Gensou_Sangokushi__Tengen_Reishinki
11717,"
11717
",Hana no Hanashi,Movie,1,2010 - 2010,304,4.90,https://myanimelist.net/anime/30393/Hana_no_Hanashi
11718,"
11718
",Nana-iro Megane,Music,1,2010 - 2010,341,4.90,https://myanimelist.net/anime/32344/Nana-iro_Megane
11719,"
11719
",PES: Peace Eco Smile - Drive your Heart,ONA,1,May 2012 - May 2012,931,4.90,https://myanimelist.net/anime/18841/PES__Peace_Eco_Smile_-_Drive_your_Heart
11720,"
11720
",Super Majingga 3,Movie,1,Dec 1982 - Dec 1982,409,4.90,https://myanimelist.net/anime/14529/Super_Majingga_3
11721,"
11721
",Two Tea Two,Movie,1,2010 - 2010,285,4.90,https://myanimelist.net/anime/34422/Two_Tea_Two
11722,"
11722
",Yume Utsutsu,Movie,1,2002 - 2002,304,4.90,https://myanimelist.net/anime/30213/Yume_Utsutsu
11723,"
11723
",Mobile Suit Gundam: Twilight Axis,ONA,6,Jun 2017 - Sep 2017,"9,694",4.89,https://myanimelist.net/anime/35224/Mobile_Suit_Gundam__Twilight_Axis
11724,"
11724
",Printer Rec Music,Music,1,Jun 2014 - Jun 2014,215,4.89,https://myanimelist.net/anime/38764/Printer_Rec_Music
11725,"
11725
",Senjuushi,TV,12,Jul 2018 - Sep 2018,"12,434",4.89,https://myanimelist.net/anime/37571/Senjuushi
11726,"
11726
",Taku Boda,Movie,1,2009 - 2009,363,4.89,https://myanimelist.net/anime/30404/Taku_Boda
11727,"
11727
",Usawaltz,ONA,1,Sep 2011 - Sep 2011,420,4.89,https://myanimelist.net/anime/32637/Usawaltz
11728,"
11728
",Zombie Ehon,ONA,1,May 2014 - May 2014,300,4.89,https://myanimelist.net/anime/30090/Zombie_Ehon
11729,"
11729
",Aoki Honoo,OVA,1,Nov 1989 - Nov 1989,"3,151",4.89,https://myanimelist.net/anime/3306/Aoki_Honoo
11730,"
11730
",Blue Remains,Movie,1,Aug 2001 - Aug 2001,922,4.89,https://myanimelist.net/anime/4733/Blue_Remains
11731,"
11731
",Dagram vs. Round-Facer,Special,1,Jan 1987 - Jan 1987,675,4.89,https://myanimelist.net/anime/18795/Dagram_vs_Round-Facer
11732,"
11732
",Danbou to Reibou,Music,1,Jan 2019 - Jan 2019,211,4.89,https://myanimelist.net/anime/39096/Danbou_to_Reibou
11733,"
11733
",Hand Soap,Movie,1,2008 - 2008,863,4.89,https://myanimelist.net/anime/28993/Hand_Soap
11734,"
11734
",Jinkou no Rakuen,Movie,1,1975 - 1975,382,4.89,https://myanimelist.net/anime/30664/Jinkou_no_Rakuen
11735,"
11735
",Legend of Duo,TV,12,Oct 2004 - Dec 2005,"10,913",4.89,https://myanimelist.net/anime/600/Legend_of_Duo
11736,"
11736
",Love,Music,1,May 2015 - May 2015,207,4.89,https://myanimelist.net/anime/36113/Love
11737,"
11737
",Majo demo Steady,OVA,1,Sep 1986 - Sep 1986,"1,301",4.89,https://myanimelist.net/anime/8889/Majo_demo_Steady
11738,"
11738
",1/100 Rice Planting,ONA,1,Jun 2016 - Jun 2016,773,4.88,https://myanimelist.net/anime/36745/1_100_Rice_Planting
11739,"
11739
",Aru Zombie Shoujo no Sainan,Special,1,Jul 2012 - Jul 2012,"2,087",4.88,https://myanimelist.net/anime/31014/Aru_Zombie_Shoujo_no_Sainan
11740,"
11740
",Dia Horizon (Kabu),TV,12,Oct 2017 - Dec 2017,"4,968",4.88,https://myanimelist.net/anime/35999/Dia_Horizon_Kabu
11741,"
11741
",Frame Arms: A Violent Struggle,OVA,1,May 2015 - May 2015,"1,305",4.88,https://myanimelist.net/anime/30010/Frame_Arms__A_Violent_Struggle
11742,"
11742
",Guitar Shoujo!,Special,1,Dec 2011 - Dec 2011,432,4.88,https://myanimelist.net/anime/28347/Guitar_Shoujo
11743,"
11743
",Kago Shintarou Anime Sakuhin Shuu,OVA,15,2008 - 2008,"4,796",4.88,https://myanimelist.net/anime/10003/Kago_Shintarou_Anime_Sakuhin_Shuu
11744,"
11744
",Metamorphose,Movie,1,Aug 2013 - Aug 2013,530,4.88,https://myanimelist.net/anime/31833/Metamorphose
11745,"
11745
",Momotarou (Music),Music,1,Nov 2014 - Nov 2014,314,4.88,https://myanimelist.net/anime/33401/Momotarou_Music
11746,"
11746
",Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,TV,10,Oct 2018 - Dec 2018,"110,806",4.88,https://myanimelist.net/anime/36632/Ore_ga_Suki_nano_wa_Imouto_dakedo_Imouto_ja_Nai
11747,"
11747
",Pinky Wakuwaku Tabi Stroll,ONA,7,Dec 2000 - Dec 2000,311,4.88,https://myanimelist.net/anime/29391/Pinky_Wakuwaku_Tabi_Stroll
11748,"
11748
",Why,Movie,1,1975 - 1975,402,4.88,https://myanimelist.net/anime/30559/Why
11749,"
11749
",Yi Wan Nian Yi Hou,Movie,1,Mar 2015 - Mar 2015,768,4.88,https://myanimelist.net/anime/35432/Yi_Wan_Nian_Yi_Hou
11750,"
11750
",Spectral Force Chronicle Divergence,OVA,1,Jun 2005 - Jun 2005,868,4.87,https://myanimelist.net/anime/3695/Spectral_Force_Chronicle_Divergence
11751,"
11751
",Tottori U-turn,Special,1,Dec 2014 - Dec 2014,298,4.87,https://myanimelist.net/anime/29073/Tottori_U-turn
11752,"
11752
",Wonder,Music,1,Dec 2012 - Dec 2012,313,4.87,https://myanimelist.net/anime/33866/Wonder
11753,"
11753
",9,Music,1,Oct 2012 - Oct 2012,433,4.87,https://myanimelist.net/anime/36089/9
11754,"
11754
",Anon Sentai Ranger 5,ONA,1,Jan 2000 - Jan 2000,231,4.87,https://myanimelist.net/anime/39038/Anon_Sentai_Ranger_5
11755,"
11755
",Avignon no Hashi de,Music,1,Oct 1970 - Oct 1970,477,4.87,https://myanimelist.net/anime/8778/Avignon_no_Hashi_de
11756,"
11756
",Chou Henshin Cosprayers,TV,8,Jan 2004 - Mar 2004,"7,931",4.87,https://myanimelist.net/anime/112/Chou_Henshin_Cosprayers
11757,"
11757
",Fight!!,OVA,1,Jun 1993 - Jun 1993,"1,241",4.87,https://myanimelist.net/anime/2022/Fight
11758,"
11758
",Mayo Elle Otoko no Ko,OVA,1,Nov 2010 - Nov 2010,"1,395",4.87,https://myanimelist.net/anime/9337/Mayo_Elle_Otoko_no_Ko
11759,"
11759
",Double Circle,ONA,6,Dec 2013 - Sep 2014,"5,433",4.86,https://myanimelist.net/anime/21335/Double_Circle
11760,"
11760
",Ganso Banana no Tamashii,Music,1,Aug 1990 - Aug 1990,328,4.86,https://myanimelist.net/anime/28897/Ganso_Banana_no_Tamashii
11761,"
11761
",Il torero Camomillo,Music,1,Feb 1970 - Feb 1970,267,4.86,https://myanimelist.net/anime/21711/Il_torero_Camomillo
11762,"
11762
",Kaijuu no Ballad,Music,1,2001 - 2001,468,4.86,https://myanimelist.net/anime/8751/Kaijuu_no_Ballad
11763,"
11763
",Kuchao,Movie,1,2010 - 2010,932,4.86,https://myanimelist.net/anime/29944/Kuchao
11764,"
11764
",Taishou Mebiusline: Chicchai-san - You and I,Special,1,Feb 2018 - Feb 2018,"2,900",4.86,https://myanimelist.net/anime/37408/Taishou_Mebiusline__Chicchai-san_-_You_and_I
11765,"
11765
",Tsuru Shitae Waka Kan,Movie,1,2011 - 2011,567,4.86,https://myanimelist.net/anime/31760/Tsuru_Shitae_Waka_Kan
11766,"
11766
",Youshi Kei: Mou Hitotsu no Nijiiro Toshi,Movie,1,1979 - 1979,359,4.86,https://myanimelist.net/anime/30667/Youshi_Kei__Mou_Hitotsu_no_Nijiiro_Toshi
11767,"
11767
",Navia Dratp,ONA,5,Sep 2005 - Oct 2005,517,4.85,https://myanimelist.net/anime/5602/Navia_Dratp
11768,"
11768
",Super Teukgeup Mazinger 7,Movie,1,Jul 1983 - Jul 1983,799,4.85,https://myanimelist.net/anime/3252/Super_Teukgeup_Mazinger_7
11769,"
11769
",Ame-iro Cocoa: Side G,TV,12,Jan 2019 - Mar 2019,"8,208",4.85,https://myanimelist.net/anime/37747/Ame-iro_Cocoa__Side_G
11770,"
11770
",Chika Gentou Gekiga: Shoujo Tsubaki,Movie,1,May 1992 - May 1992,"48,227",4.85,https://myanimelist.net/anime/2981/Chika_Gentou_Gekiga__Shoujo_Tsubaki
11771,"
11771
",Chou Kidou Densetsu DinaGiga,OVA,2,Jul 1998 - Aug 1998,"1,338",4.85,https://myanimelist.net/anime/2310/Chou_Kidou_Densetsu_DinaGiga
11772,"
11772
",Cool Cool Bye,OVA,1,Jan 1986 - Jan 1986,"1,171",4.85,https://myanimelist.net/anime/9356/Cool_Cool_Bye
11773,"
11773
",Een,ONA,1,Feb 2018 - Feb 2018,650,4.85,https://myanimelist.net/anime/38727/Een
11774,"
11774
",Genroku Koi Moyou: Sankichi to Osayo,Movie,1,Jun 1934 - Jun 1934,665,4.85,https://myanimelist.net/anime/23265/Genroku_Koi_Moyou__Sankichi_to_Osayo
11775,"
11775
",00:08,Movie,1,Jun 2014 - Jun 2014,"8,563",4.84,https://myanimelist.net/anime/28761/00_08
11776,"
11776
",Hibari no Yadogae,Movie,1,Jan 1933 - Jan 1933,"1,104",4.84,https://myanimelist.net/anime/5870/Hibari_no_Yadogae
11777,"
11777
",Love Kome: We Love Rice Nikisaku,TV,12,Oct 2017 - Dec 2017,"3,787",4.84,https://myanimelist.net/anime/35818/Love_Kome__We_Love_Rice_Nikisaku
11778,"
11778
",Raja Maharaja,Music,1,Feb 1985 - Feb 1985,360,4.84,https://myanimelist.net/anime/8671/Raja_Maharaja
11779,"
11779
","Shiro no Kanga""roo"" no Uta",ONA,1,Sep 2019 - Sep 2019,206,4.84,https://myanimelist.net/anime/40361/Shiro_no_Kangaroo_no_Uta
11780,"
11780
",Star Wars/Saigo no Jedai: Tokubetsu Eizou,ONA,1,Nov 2017 - Nov 2017,663,4.84,https://myanimelist.net/anime/36774/Star_Wars_Saigo_no_Jedai__Tokubetsu_Eizou
11781,"
11781
",Why Re-Mix 2002,Movie,1,2002 - 2002,339,4.84,https://myanimelist.net/anime/30669/Why_Re-Mix_2002
11782,"
11782
",Nazotokine,TV,12,Oct 2016 - Dec 2016,"12,399",4.83,https://myanimelist.net/anime/33690/Nazotokine
11783,"
11783
",Norakuro Shoui: Nichiyoubi no Kaijiken,Movie,1,1933 - 1933,852,4.83,https://myanimelist.net/anime/6850/Norakuro_Shoui__Nichiyoubi_no_Kaijiken
11784,"
11784
",Peaceful Times (F02) Petit Film,Music,1,Nov 2013 - Nov 2013,"4,174",4.83,https://myanimelist.net/anime/23023/Peaceful_Times_F02_Petit_Film
11785,"
11785
",Present made no Michinori,ONA,1,Mar 2009 - Mar 2009,648,4.83,https://myanimelist.net/anime/32296/Present_made_no_Michinori
11786,"
11786
",Shoujouji no Tanuki-bayashi,Movie,1,1933 - 1933,875,4.83,https://myanimelist.net/anime/7071/Shoujouji_no_Tanuki-bayashi
11787,"
11787
",3-tsu no Hanashi,Special,1,Jan 1960 - Jan 1960,756,4.83,https://myanimelist.net/anime/8774/3-tsu_no_Hanashi
11788,"
11788
",Columbos,Movie,1,2012 - 2012,389,4.83,https://myanimelist.net/anime/28955/Columbos
11789,"
11789
",Deva Zan,Special,1,Dec 2010 - Dec 2010,"1,971",4.83,https://myanimelist.net/anime/10639/Deva_Zan
11790,"
11790
","Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",ONA,1,Feb 2018 - Feb 2018,917,4.83,https://myanimelist.net/anime/37285/Ippun_de_Wakaru_Eiga_Donten_ni_Warau_Kaisetsu_Yokoku
11791,"
11791
",Kokka Kimigayo,Movie,1,May 1931 - May 1931,"1,688",4.83,https://myanimelist.net/anime/4393/Kokka_Kimigayo
11792,"
11792
",Kore ga UFO da! Soratobu Enban,Movie,1,Mar 1975 - Mar 1975,"1,227",4.83,https://myanimelist.net/anime/4250/Kore_ga_UFO_da_Soratobu_Enban
11793,"
11793
",Lilt,ONA,1,Feb 2010 - Feb 2010,291,4.83,https://myanimelist.net/anime/36281/Lilt
11794,"
11794
",2010,Music,1,Sep 2010 - Sep 2010,"1,001",4.82,https://myanimelist.net/anime/32813/2010
11795,"
11795
",Black Ocean,Music,1,May 2012 - May 2012,382,4.82,https://myanimelist.net/anime/32811/Black_Ocean
11796,"
11796
",Eguchi Hisashi no Nantoka Narudesho!,OVA,1,Jan 1990 - Jan 1990,"1,751",4.82,https://myanimelist.net/anime/5554/Eguchi_Hisashi_no_Nantoka_Narudesho
11797,"
11797
",Ichigeki Sacchuu!! Hoihoi-san: Legacy,ONA,1,Aug 2012 - Aug 2012,"1,132",4.82,https://myanimelist.net/anime/24847/Ichigeki_Sacchuu_Hoihoi-san__Legacy
11798,"
11798
",Instant Music,Music,1,Nov 1998 - Nov 1998,602,4.82,https://myanimelist.net/anime/30424/Instant_Music
11799,"
11799
",Makura no Danshi: Sono Ato no Makura no Danshi,Special,1,Nov 2015 - Nov 2015,"2,657",4.82,https://myanimelist.net/anime/31244/Makura_no_Danshi__Sono_Ato_no_Makura_no_Danshi
11800,"
11800
",Nani ga Dekiru ka na,Movie,1,2009 - 2009,285,4.82,https://myanimelist.net/anime/30398/Nani_ga_Dekiru_ka_na
11801,"
11801
",Oi Pii-tan!!,ONA,1,Mar 2018 - Mar 2018,341,4.82,https://myanimelist.net/anime/37468/Oi_Pii-tan
11802,"
11802
",Otoko to Onna to Inu,Movie,1,1963 - 1963,457,4.82,https://myanimelist.net/anime/29635/Otoko_to_Onna_to_Inu
11803,"
11803
",Shangri-La (Music),Music,1,Oct 2011 - Oct 2011,255,4.82,https://myanimelist.net/anime/33906/Shangri-La_Music
11804,"
11804
",Tanaami Keiichi no Shouzou,Movie,1,2003 - 2003,374,4.82,https://myanimelist.net/anime/22171/Tanaami_Keiichi_no_Shouzou
11805,"
11805
",The Harmonic Gleam Vibration,Movie,1,2005 - 2005,452,4.82,https://myanimelist.net/anime/22175/The_Harmonic_Gleam_Vibration
11806,"
11806
",The New A-Class.: Next Stage with YOU,ONA,1,Nov 2015 - Nov 2015,"1,271",4.82,https://myanimelist.net/anime/32384/The_New_A-Class__Next_Stage_with_YOU
11807,"
11807
",Ojousama Sousamou,OVA,1,Apr 1996 - Apr 1996,"2,842",4.81,https://myanimelist.net/anime/2057/Ojousama_Sousamou
11808,"
11808
",Sin in the Rain,OVA,1,Mar 2006 - Mar 2006,"2,829",4.81,https://myanimelist.net/anime/994/Sin_in_the_Rain
11809,"
11809
",Trip Trek,ONA,4,2003 - 2003,336,4.81,https://myanimelist.net/anime/12341/Trip_Trek
11810,"
11810
",Usa Weather Show,Special,1,Jun 2018 - Jun 2018,323,4.81,https://myanimelist.net/anime/38353/Usa_Weather_Show
11811,"
11811
",A Sea Doesn't Tell Much,Movie,1,2008 - 2008,280,4.81,https://myanimelist.net/anime/41449/A_Sea_Doesnt_Tell_Much
11812,"
11812
",A.LI.CE,Movie,1,Feb 2000 - Feb 2000,"1,914",4.81,https://myanimelist.net/anime/3463/ALICE
11813,"
11813
",Aoki Seimei Hoken,Special,1,2006 - 2006,540,4.81,https://myanimelist.net/anime/31513/Aoki_Seimei_Hoken
11814,"
11814
",Chameko no Ichinichi,Movie,1,1931 - 1931,970,4.81,https://myanimelist.net/anime/6431/Chameko_no_Ichinichi
11815,"
11815
",Fly,ONA,1,Feb 2012 - Feb 2012,419,4.81,https://myanimelist.net/anime/33536/Fly
11816,"
11816
",Han Solo/Star Wars Story,ONA,2,Oct 2018 - Oct 2018,576,4.81,https://myanimelist.net/anime/38545/Han_Solo_Star_Wars_Story
11817,"
11817
",Hanasaka Jiisan,Movie,1,Jul 1928 - Jul 1928,899,4.81,https://myanimelist.net/anime/30086/Hanasaka_Jiisan
11818,"
11818
",Haru no Ashioto The Movie: Ourin Dakkan,OVA,1,Mar 2006 - Mar 2006,"1,939",4.81,https://myanimelist.net/anime/1621/Haru_no_Ashioto_The_Movie__Ourin_Dakkan
11819,"
11819
",Katte ni Shiyagatte,Music,1,Oct 2012 - Oct 2012,280,4.81,https://myanimelist.net/anime/36117/Katte_ni_Shiyagatte
11820,"
11820
",1+2=Paradise,OVA,2,Feb 1990 - Apr 1990,"8,785",4.80,https://myanimelist.net/anime/2730/1_2_Paradise
11821,"
11821
",2002-nen Halmeoni Ondo,Music,1,Apr 2002 - Apr 2002,413,4.80,https://myanimelist.net/anime/31874/2002-nen_Halmeoni_Ondo
11822,"
11822
",Battle Spirits: Ryuuko no Ken,OVA,1,Dec 1993 - Dec 1993,"3,151",4.80,https://myanimelist.net/anime/1009/Battle_Spirits__Ryuuko_no_Ken
11823,"
11823
",DC Super Heroes vs Taka no Tsume-dan Promotion Eizou,ONA,1,Feb 2018 - Feb 2018,588,4.80,https://myanimelist.net/anime/37249/DC_Super_Heroes_vs_Taka_no_Tsume-dan_Promotion_Eizou
11824,"
11824
",Gunnm 3D Special,OVA,1,Aug 2000 - Aug 2000,"2,942",4.80,https://myanimelist.net/anime/17659/Gunnm_3D_Special
11825,"
11825
",Hana no Hi,Movie,1,2005 - 2005,648,4.80,https://myanimelist.net/anime/20153/Hana_no_Hi
11826,"
11826
",Hinomaru Tarou: Musha Shugyou no Maki,Movie,1,1936 - 1936,762,4.80,https://myanimelist.net/anime/6839/Hinomaru_Tarou__Musha_Shugyou_no_Maki
11827,"
11827
",Jingle,ONA,1,Oct 2010 - Oct 2010,728,4.80,https://myanimelist.net/anime/32288/Jingle
11828,"
11828
",Kogane no Hana,Movie,1,Mar 1929 - Mar 1929,832,4.80,https://myanimelist.net/anime/28045/Kogane_no_Hana
11829,"
11829
",Many Mary,Music,1,Apr 2013 - Apr 2013,407,4.80,https://myanimelist.net/anime/25533/Many_Mary
11830,"
11830
",Nakanaori,ONA,1,2011 - 2011,607,4.80,https://myanimelist.net/anime/32298/Nakanaori
11831,"
11831
",Rule,Movie,1,2009 - 2009,309,4.80,https://myanimelist.net/anime/30401/Rule
11832,"
11832
",Takoyaki Story,Music,1,Oct 2018 - Oct 2018,367,4.80,https://myanimelist.net/anime/38961/Takoyaki_Story
11833,"
11833
",Vie Durant,ONA,8,Jul 2003 - Sep 2003,"1,545",4.80,https://myanimelist.net/anime/4266/Vie_Durant
11834,"
11834
",Yoru no Hi,Movie,1,2005 - 2005,"1,351",4.80,https://myanimelist.net/anime/12919/Yoru_no_Hi
11835,"
11835
",Yousei Land Mukashibanashi,TV,12,Apr 2017 - Jun 2017,713,4.80,https://myanimelist.net/anime/35383/Yousei_Land_Mukashibanashi
11836,"
11836
",Million Doll,TV,11,Jul 2015 - Sep 2015,"10,786",4.79,https://myanimelist.net/anime/29941/Million_Doll
11837,"
11837
",New York Trip,Movie,1,1970 - 1970,397,4.79,https://myanimelist.net/anime/30327/New_York_Trip
11838,"
11838
",Waza no Tabibito,Movie,1,Jul 2011 - Jul 2011,987,4.79,https://myanimelist.net/anime/10904/Waza_no_Tabibito
11839,"
11839
",Animal Dance,Movie,1,Jun 2009 - Jun 2009,958,4.79,https://myanimelist.net/anime/10436/Animal_Dance
11840,"
11840
",Cherry no Manma,OVA,1,Oct 1989 - Oct 1989,"1,845",4.79,https://myanimelist.net/anime/6346/Cherry_no_Manma
11841,"
11841
",Eguchi Hisashi no Kotobuki Gorou Show,OVA,4,May 1991 - Nov 1991,"1,372",4.79,https://myanimelist.net/anime/20385/Eguchi_Hisashi_no_Kotobuki_Gorou_Show
11842,"
11842
",Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,OVA,1,Dec 2010 - Dec 2010,"9,840",4.79,https://myanimelist.net/anime/9744/Issho_ni_Training_Ofuro__Bathtime_with_Hinako___Hiyoko
11843,"
11843
",Landscape,Movie,1,2004 - 2004,366,4.79,https://myanimelist.net/anime/30814/Landscape
11844,"
11844
","""Calpis"" Hakkou Monogatari",ONA,1,Apr 2018 - Apr 2018,516,4.78,https://myanimelist.net/anime/38045/Calpis_Hakkou_Monogatari
11845,"
11845
",24H,Music,9,Jul 2010 - Jul 2010,762,4.78,https://myanimelist.net/anime/15527/24H
11846,"
11846
",Amada Anime Series: Super Mario Brothers,OVA,3,Aug 1989 - Aug 1989,"3,074",4.78,https://myanimelist.net/anime/4389/Amada_Anime_Series__Super_Mario_Brothers
11847,"
11847
",Ame-iro Cocoa: Rainy Color e Youkoso!,TV,12,Oct 2015 - Dec 2015,"9,879",4.78,https://myanimelist.net/anime/31139/Ame-iro_Cocoa__Rainy_Color_e_Youkoso
11848,"
11848
",Dracula no Uta,Music,1,Aug 1975 - Aug 1975,680,4.78,https://myanimelist.net/anime/21831/Dracula_no_Uta
11849,"
11849
",Estima: Sense of Wonder,ONA,13,Jun 2016 - 2016,567,4.78,https://myanimelist.net/anime/33871/Estima__Sense_of_Wonder
11850,"
11850
",Kawaii Cook-san,ONA,1,Mar 2011 - Mar 2011,388,4.78,https://myanimelist.net/anime/24807/Kawaii_Cook-san
11851,"
11851
",Rayca,OVA,1,Mar 2002 - Mar 2002,"1,374",4.78,https://myanimelist.net/anime/3490/Rayca
11852,"
11852
",Survivor,Music,1,Aug 2008 - Aug 2008,274,4.78,https://myanimelist.net/anime/32852/Survivor
11853,"
11853
",TANK S.W.A.T. 01,OVA,1,Mar 2006 - Mar 2006,"2,547",4.78,https://myanimelist.net/anime/2181/TANK_SWAT_01
11854,"
11854
",The Humanoid: Ai no Wakusei Lezeria,OVA,1,Mar 1986 - Mar 1986,"2,189",4.78,https://myanimelist.net/anime/2974/The_Humanoid__Ai_no_Wakusei_Lezeria
11855,"
11855
",Sol,Music,1,Jan 2012 - Jan 2012,299,4.77,https://myanimelist.net/anime/31450/Sol
11856,"
11856
",Akisutozeneko,Music,1,Apr 2001 - Apr 2001,241,4.77,https://myanimelist.net/anime/35786/Akisutozeneko
11857,"
11857
",Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,Music,1,Oct 2014 - Oct 2014,402,4.77,https://myanimelist.net/anime/30431/Anata_mo_Robot_ni_Nareru_feat_Kamome_Jidou_Gasshoudan
